record_id	source_product	source_version	source_path	surface_family	surface_type	surface_name	route_or_command	current_authority_type	current_Pepper_owner	equivalent_Pepper_surface	data_or_state_read	data_or_state_written	credential_interaction	provider_interaction	filesystem_interaction	process_interaction	network_interaction	approval_interaction	update_interaction	deployment_interaction	risk_classification	overlap_classification	disposition	required_backend_contract	required_security_boundary	required_approval_boundary	required_redaction	required_action	destination_surface	owner_ticket	priority	evidence_status	blocker	acceptance_criteria	notes
FPQ_009	Forward-port queue	P15.M5	2_products/pepper-agent/ui-tui/src/components/activeSessionSwitcher.tsx:92-648	sessions	TUI_view	TUI session navigation pattern	Ctrl+X sessions	future_client_candidate	Pepper backend state authority	future session client	session list and resumable history	none	none	none	none	none	gateway session API	none	none	none	read_only_low_risk	complementary_surface	selectively_forward_port	session projection contract	no destructive action without approval	not_applicable	redact transcript titles when required	queue session navigation pattern	Pepper session navigation	P15.M15	low	static_evidence_path_line	client session contract missing	Accept navigation pattern only	No TUI canonical authority.
FPQ_010	Forward-port queue	P15.M5	4_external/sources/hermes-workspace-v2.3.0/src/routes/jobs.tsx:1-22	jobs	Workspace_route	Workspace unavailable backend state	/jobs	future_adjacent_surface_candidate	Pepper P14 runtime authority	future jobs status	feature availability and unavailable reason	none	none	none	none	none	feature gate API	none	none	none	read_only_low_risk	richer_upstream_reference	selectively_forward_port	feature availability contract	no job mutation authority	not_applicable	redact backend detail	queue unavailable-state pattern	P13 Runtime Overview	P15.M7	low	static_evidence_path_line	feature gate schema missing	Accept empty disabled unavailable state pattern	No job control.
REJ_001	Rejected queue	P15.M5	2_products/pepper-agent/web/src/App.tsx:904-1061	updates	web_action	Native Web update execution	update Hermes action	rejected_authority	P15.M17 and P15.M18 updater authority	future update status	update status	update command execution	none	none	filesystem update writes	process restart	network update source	approval required	update execution	none	update_execution	authority_conflict	reject_authority_conflict	governed updater contract required	signing rollback distribution review	Pepper approval required	redact update logs	reject native update execution	future update status	P15.M18	critical	static_evidence_path_line	updater authority pending	May reconsider after P15.M17 and P15.M18	Unexplained rejection count zero.
REJ_002	Rejected queue	P15.M5	2_products/pepper-agent/apps/desktop/electron/main.ts:9184-9208	updates	update_surface	Desktop native updater apply	hermes:updates:apply	rejected_authority	P15.M17 and P15.M18 updater authority	future update status	update status	apply update	none	none	filesystem update writes	process restart	network update source	approval required	update execution	none	update_execution	authority_conflict	reject_authority_conflict	governed updater transaction required	signed update and rollback	Pepper approval required	redact logs	reject native updater	future update status	P15.M18	critical	static_evidence_path_line	native updater non-authoritative	Reconsider only after governed updater engine	Desktop remains disabled.
REJ_003	Rejected queue	P15.M5	2_products/pepper-agent/apps/desktop/electron/main.ts:8896-9009	files	desktop_native_surface	Desktop direct filesystem and Git mutation	fs/git IPC	rejected_authority	Pepper backend artifact authority	bounded artifact API	filesystem and Git state	rename write trash worktree commit push	none	none	filesystem write	Git process possible	none	approval required	none	none	filesystem_write	unsafe_capability_overlap	reject_unsafe_capability	allowlisted artifact and Git contract required	path containment required	Pepper approval required	redact paths	reject direct fs Git IPC	future artifact client	P15.M11	critical	static_evidence_path_line	filesystem authority missing	Reconsider only behind backend containment	No direct Git authority.
REJ_004	Rejected queue	P15.M5	4_external/sources/hermes-workspace-v2.3.0/src/routes/terminal.tsx:1-40	terminal	Workspace_route	Workspace terminal PTY	/terminal	rejected_authority	Pepper P14 runtime authority	future terminal client	terminal state	terminal input	none	none	working directory access	PTY process	SSE terminal stream	approval required	none	none	terminal_or_PTY	unsafe_capability_overlap	reject_unsafe_capability	PTY containment contract required	host shell prohibited	Pepper approval required	redact output	reject Workspace terminal	future terminal client	P15.M7	critical	static_evidence_path_line	terminal governance missing	Reconsider only with containment and audit	Terminal unauthorized.
REJ_005	Rejected queue	P15.M5	4_external/sources/hermes-workspace-v2.3.0/src/routes/swarm.tsx:1-41	swarm	Workspace_route	Workspace swarm control	/swarm	rejected_authority	Pepper P14 runtime authority	future swarm reference	swarm state	swarm mutation possible	none	none	none	agent swarm control	Swarm APIs	approval required	none	none	multi_agent_control	authority_conflict	reject_authority_conflict	swarm governance contract required	multi-agent capability review required	Pepper approval required	redact agent internals	reject swarm authority	future swarm reference	P15.M7	critical	static_evidence_path_line	multi-agent authority missing	Reconsider only after explicit swarm contract	No agent swarm control.
REJ_006	Rejected queue	P15.M5	4_external/sources/hermes-workspace-v2.3.0/src/server/auth-middleware.ts:13-30	authentication	Workspace_service_surface	Workspace session token store	workspace-sessions.json	rejected_authority	Pepper P15 credential authority	P15 credential boundary	session token status	persistent token storage	credential token storage	none	credential file write	none	HTTP auth checks	approval possible	none	none	credential_interaction	authority_conflict	replace_with_Pepper_owned_implementation	Pepper credential contract required	no Workspace token store authority	approval for trust changes	never expose tokens	reject Workspace auth truth	P15 credential boundary	P15.M8	critical	static_evidence_path_line	independent credential store	Reconsider only as Pepper-owned implementation	No shared credentials.
REJ_007	Rejected queue	P15.M5	2_products/pepper-agent/web/src/pages/EnvPage.tsx:491-770	credentials	web_form	Direct provider secret editing	/env	rejected_authority	Pepper P15 credential authority	future credential status	key names and secret statuses	secret values entered	credential values	provider secrets	none	none	API env writes	approval required	none	none	credential_interaction	authority_conflict	defer_pending_credential_governance	credential write contract required	secure backend boundary required	Pepper approval required	never reveal secret values	reject direct env editing	P15 credential UI	P15.M8	critical	static_evidence_path_line	credential boundary pending	Reconsider only through Pepper secure backend	No OAuth/provider operation authorized.
REJ_008	Rejected queue	P15.M5	2_products/pepper-agent/hermes_cli/subcommands/plugins.py:21-54	plugins	CLI_subcommand	CLI plugin installation	plugins install/update/remove	rejected_authority	Pepper security authority	future plugin inventory	plugin metadata	install update remove	none	none	filesystem writes	code loading	network Git possible	approval required	none	none	plugin_or_code_loading	unsafe_capability_overlap	defer_pending_security_review	plugin lifecycle contract required	provenance sandbox required	Pepper approval required	redact paths	reject plugin install authority	future plugin inventory	P15.M18	deferred	static_evidence_path_line	security review missing	Reconsider after capability review	No package or Git install action authorized.
REJ_009	Rejected queue	P15.M5	2_products/pepper-agent/hermes_cli/subcommands/mcp.py:29-73	MCP	CLI_subcommand	Direct MCP serve and add	mcp serve/add	rejected_authority	Pepper P14 runtime authority	future MCP client	MCP config and tools	serve add env command config	auth values possible	provider adjacent	none	stdio process control	network MCP endpoints	approval required	none	none	plugin_or_code_loading	backend_contract_overlap	defer_pending_runtime_governance	MCP capability contract required	stdio env and OAuth review required	Pepper approval required	redact auth values	reject direct MCP mutation	future MCP status	P15.M7	high	static_evidence_path_line	MCP governance missing	Reconsider after MCP registry contract	No direct MCP mutation.
REJ_010	Rejected queue	P15.M5	2_products/pepper-agent/web/src/pages/SystemPage.tsx:393-455	installation	web_action	Backup import and lifecycle actions	/system backup import	rejected_authority	Pepper backend state authority	future rollback surface	backup import state	backup import mutation	credential data possible	provider data possible	filesystem archive writes	process possible	API system actions	approval required	update adjacent	deployment adjacent	filesystem_write	unsafe_capability_overlap	defer_pending_security_review	backup rollback contract required	archive validation and restore audit required	Pepper approval required	redact archive contents	reject direct backup import	rollback surface	P15.M19	high	static_evidence_path_line	rollback contract missing	Reconsider after transaction drill	No runtime mutation.
REJ_011	Rejected queue	P15.M5	4_external/sources/hermes-workspace-v2.3.0/docker-compose.yml:15-112	deployment	Workspace_service_surface	Workspace Compose deployment	Docker Compose	rejected_authority	Pepper deployment authority	future deployment status	images ports volumes env refs	container deployment actions	provider secret env refs	provider env interaction	volumes	container process control	network service exposure	approval required	none	deployment control	deployment_control	backend_contract_overlap	defer_pending_deployment_review	deployment contract required	pinned images volumes secrets policy required	Pepper approval required	redact secrets	reject deployment action	deployment status	P15.M10	deferred	static_evidence_path_line	deployment governance missing	Reconsider only after P15.M10	No Docker or Compose execution.
REJ_012	Rejected queue	P15.M5	2_products/pepper-agent/apps/desktop/src/contrib/runtime-loader.ts:17-27	plugins	desktop_native_surface	Desktop unsandboxed runtime code loading	desktop plugin import	rejected_authority	Pepper security authority	future plugin governance	plugin source	full renderer execution	none	none	disk plugin files	code loading	network possible	none	none	none	plugin_or_code_loading	unsafe_capability_overlap	defer_pending_security_review	plugin sandbox contract required	iframe worker CSP or capability sandbox required	Pepper approval required	redact paths	reject loader as-is	future plugin surface	P15.M18	critical	static_evidence_path_line	file states not a capability boundary	Reconsider only with real sandbox	No runtime plugin authority.
REJ_013	Rejected queue	P15.M5	0_architecture/governance/agent_platform_hermes_0_19_desktop_workspace_productization_decision.md:145-168	shell	not_applicable	Workspace shell replacement	Workspace as product shell	rejected_authority	Pepper P13 UI authority	P13 shell	Workspace route inventory	product shell authority	none	none	none	none	none	none	none	none	read_only_low_risk	authority_conflict	reject_authority_conflict	Pepper product route contract required	P13 namespace protection required	not_applicable	not_applicable	reject replacement shell	P13 shell	P15.M5	critical	static_evidence_path_line	P13 replacement rejected	No future reconsideration without new product authorization	Workspace remains reference-only.
ASSET_001	Current Pepper asset	P15.M5	2_products/hermes-agent/web/src/agent-platform	shell	web_panel	P13 shell asset	/agent-platform shell	Pepper_P13_UI_authority	Pepper P13 shell	self	product shell state	none	none	none	none	none	none	none	none	none	read_only_low_risk	Pepper_governed_superset	retain_current_authority	not_applicable	classification retain_as_authority	not_applicable	not_applicable	retain asset	P13 shell	P15.M5	critical	static_evidence_path_line	none	Asset classification retain_as_authority	No obsolete P13 asset found.
ASSET_002	Current Pepper asset	P15.M5	2_products/hermes-agent/web/src/agent-platform/extensions.ts:52-60	navigation	web_route	P13 route registry asset	/agent-platform descriptors	Pepper_P13_UI_authority	Pepper P13 route registry	self	descriptor registry	none	none	none	none	none	none	none	none	none	read_only_low_risk	Pepper_governed_superset	retain_current_authority	not_applicable	classification retain_as_authority	not_applicable	not_applicable	retain asset	P13 route registry	P15.M5	critical	static_evidence_path_line	none	Asset classification retain_as_authority	Static registry remains canonical.
ASSET_003	Current Pepper asset	P15.M5	2_products/hermes-agent/hermes_cli/agent_platform/product_config.py:68-89	safe_settings	not_applicable	P15 product configuration asset	product config	Pepper_P13_UI_authority	Pepper product config	P13 Safe Settings	product identity and extension modules	none	none	none	none	none	none	none	none	none	read_only_low_risk	Pepper_governed_superset	retain_current_authority	not_applicable	classification retain_as_authority	not_applicable	not_applicable	retain asset	product configuration	P15.M5	critical	static_evidence_path_line	none	Asset classification retain_as_authority	No environment override authority.
ASSET_004	Current Pepper asset	P15.M5	2_products/hermes-agent/web/src/agent-platform/execution-inspector	execution_inspection	web_route	P14 runtime projection asset	/agent-platform/executions	Pepper_P14_runtime_authority	Pepper P14 backend	P13 Execution Inspector	execution projection	none	none	none	none	none	backend projection	none	none	none	read_only_low_risk	Pepper_governed_superset	retain_current_authority	P14 projection contract	classification retain_as_authority	not_applicable	redaction retained	retain asset	P14 runtime adapter	P15.M7	critical	static_evidence_path_line	none	Asset classification retain_as_authority	Runtime authority preserved.
ASSET_005	Current Pepper asset	P15.M5	0_architecture/governance/agent_platform_hermes_0_19_dependency_lock_manifest.tsv	artifacts	not_applicable	Dependency manifest asset	dependency manifest	Pepper_audit_authority	Pepper governance	self	dependency lock evidence	none	none	none	none	none	none	none	none	none	read_only_low_risk	no_overlap	retain_current_authority	not_applicable	classification retain_as_authority	not_applicable	not_applicable	retain manifest	dependency manifest	P15.M5	critical	static_evidence_path_line	none	Asset classification retain_as_authority	No dependency or lock changes.
ASSET_006	Current Pepper asset	P15.M5	2_products/pepper-agent/AGENT_PLATFORM_IMPORT_MANIFEST.tsv	audit	not_applicable	Modification and import register asset	import manifest	Pepper_audit_authority	Pepper governance	self	import register rows	none	none	none	none	none	none	none	none	none	read_only_low_risk	no_overlap	retain_current_authority	not_applicable	classification retain_as_authority	not_applicable	not_applicable	retain register authority	modification register	P15.M5	critical	static_evidence_path_line	none	Asset classification retain_as_authority	Register unchanged.
ASSET_007	Current Pepper asset	P15.M5	10_scripts/governance/pepper_baseline_integrity.py	artifacts	not_applicable	Canonical Pepper integrity utility	pepper_baseline_integrity.py	Pepper_audit_authority	Pepper governance	self	Git blob integrity input	none	none	none	none	none	read-only Git command	none	none	none	read_only_low_risk	no_overlap	retain_current_authority	not_applicable	classification retain_as_authority	not_applicable	not_applicable	retain utility	Pepper integrity	P15.M5	critical	integrity_gate_passed	none	Asset classification retain_as_authority	Utility read-only exception.
ASSET_008	Current Pepper asset	P15.M5	10_scripts/governance/external_source_tree_integrity.py	artifacts	not_applicable	Canonical external-source integrity utility	external_source_tree_integrity.py	Pepper_audit_authority	Pepper governance	self	materialized source tree bytes	none	none	none	filesystem source reads	none	none	none	none	none	read_only_low_risk	no_overlap	retain_current_authority	not_applicable	classification retain_as_authority	not_applicable	not_applicable	retain utility	Workspace source integrity	P15.M5	critical	integrity_gate_passed	none	Asset classification retain_as_authority	Utility read-only exception.
ASSET_009	Current Pepper asset	P15.M5	0_architecture/governance/agent_platform_hermes_workspace_2_3_0_source_manifest.tsv	artifacts	not_applicable	Workspace source manifest asset	Workspace source manifest	Pepper_audit_authority	Pepper governance	self	1057 source file records	none	none	none	source path references only	none	none	none	none	none	read_only_low_risk	no_overlap	retain_current_authority	not_applicable	classification retain_as_authority	not_applicable	not_applicable	retain source manifest	Workspace source integrity	P15.M5	critical	integrity_gate_passed	none	Asset classification retain_as_authority	Manifest unchanged and authoritative.
ASSET_010	Current Pepper asset	P15.M5	0_architecture/governance/agent_platform_hermes_workspace_2_3_0_source_integrity_canonicalization.md	artifacts	not_applicable	Workspace source integrity authority	P15.M5A canonicalization	Pepper_audit_authority	Pepper governance	self	current Git and materialized source identity	none	none	none	none	none	none	none	none	none	read_only_low_risk	no_overlap	retain_current_authority	not_applicable	classification retain_as_authority	not_applicable	not_applicable	retain P15.M5A authority	Workspace source integrity	P15.M5	critical	integrity_gate_passed	none	Historical f00b66 value current_authority false	P15.M5A verdict accepted with corrected literal.
